,ID,title,date,url
941,942,"Modus  Transfer Ilmu,  Pegawai Rumah Sakit Sodomi ABG"," 08 September 2020 - 12:51
",https://poskota.co.id/2020/9/8/modus-transfer-ilmu-pegawai-rumah-sakit-sodomi-abg
942,943,Seorang Penumpang Ditemukan Tewas di Dek Kapal Mutiara Persada," 08 September 2020 - 12:50
",https://poskota.co.id/2020/9/8/seorang-penumpang-ditemukan-tewas-di-dek-kapal-mutiara-persada
943,944,Seorang Karyawan Ditemukan Tewas Gantung diri di Gedung Ebenezer Setiabudi," 08 September 2020 - 12:10
",https://poskota.co.id/2020/9/8/seorang-karyawan-ditemukan-tewas-gantung-diri-di-gedung-ebenezer-setiabudi
944,945,Ketua KPK Tegaskan Proses Penegakan Hukum Tetap Berjalan Saat  Pilkada," 08 September 2020 - 11:54
",https://poskota.co.id/2020/9/8/ketua-kpk-tegaskan-proses-penegakan-hukum-tetap-berjalan-saat-pilkada
945,946,"Fakta di Balik Penipuan Alkes Covid-19 Internasional, Diotaki WN Nigeria hingga Raup Rp58 M"," 08 September 2020 - 09:04
",https://poskota.co.id/2020/9/8/fakta-di-balik-penipuan-alkes-covid-19-internasional-diotaki-wn-nigeria-hingga-raup-rp58-m
946,947,Adik Tersangka Jaksa Pinangki  Diperiksa Kejagung," 08 September 2020 - 02:19
",https://poskota.co.id/2020/9/8/adik-tersangka-jaksa-pinangki-diperiksa-kejagung
947,948,"Terekam CCTV, Pencuri Tukar Motornya dengan Motor Korban"," 07 September 2020 - 22:42
",https://poskota.co.id/2020/9/7/terekam-cctv-pencuri-tukar-motornya-dengan-motor-korban
948,949,KPK Perpanjang Masa Tahanan Tersangka Eks Pejabat PT Dirgantara Indonesia," 07 September 2020 - 22:25
",https://poskota.co.id/2020/9/7/kpk-perpanjang-masa-tahanan-tersangka-eks-pejabat-pt-dirgantara-indonesia
949,950,"Imbas Kebakaran di Jatinegara, Puluhan Rumah Hangus dan 60 Jiwa Mengungsi"," 07 September 2020 - 21:55
",https://poskota.co.id/2020/9/7/imbas-kebakaran-di-jatinegara-puluhan-rumah-hangus-dan-60-jiwa-mengungsi
950,951,"Ditinggal Suami ke Belanda, Wanita Asal Maroko Pembunuh Anak Kandung Ternyata Istri Ketiga"," 07 September 2020 - 21:32
",https://poskota.co.id/2020/9/7/ditinggal-suami-ke-belanda-wanita-asal-maroko-pembunuh-anak-kandung-ternyata-istri-ketiga
951,952,"Ngaku Cuma Menggigit, Kejiwaan Wanita Asal Maroko Pembunuh Anak Kandung Diperiksa"," 07 September 2020 - 21:06
",https://poskota.co.id/2020/9/7/ngaku-cuma-menggigit-kejiwaan-wanita-asal-maroko-pembunuh-anak-kandung-diperiksa
952,953,"Membunuh Anak Kandung, Wanita Asal Marako Ditangkap di Tanah Abang"," 07 September 2020 - 20:48
",https://poskota.co.id/2020/9/7/membunuh-anak-kandung-wanita-asal-marako-ditangkap-di-tanah-abang
953,954,"Pemukiman Padat Penduduk di Jatinegara, Dilalap Si Jago Merah"," 07 September 2020 - 20:01
",https://poskota.co.id/2020/9/7/pemukiman-padat-penduduk-di-jatinegara-dilalap-si-jago-merah
954,955,"Besok Gelar Perkara Jaksa Pinangki, Kejagung undang KPK"," 07 September 2020 - 18:52
",https://poskota.co.id/2020/9/7/besok-gelar-perkara-jaksa-pinangki-kejagung-undang-kpk
955,956,Kawanan Begal di Bekasi Diringkus Usai Rampas Motor Mahasiswa," 07 September 2020 - 18:48
",https://poskota.co.id/2020/9/7/kawanan-begal-di-bekasi-diringkus-usai-rampas-motor-mahasiswa
956,957,"Kuras Rp 800 Juta, Dua Pelaku Pencurian Brangkas Ditangkap Polisi"," 07 September 2020 - 18:38
",https://poskota.co.id/2020/9/7/kuras-rp-800-juta-dua-pelaku-pencurian-brangkas-ditangkap-polisi
957,958,Komplotan Pencuri HP Berclurit Gentayangan Incar Warung Klontong," 07 September 2020 - 18:37
",https://poskota.co.id/2020/9/7/komplotan-pencuri-hp-berclurit-gentayangan-incar-warung-klontong
958,959,"WN Nigeria Penipu Mesin Ventilator Covid-19 Senilai Rp58,8 M Buron"," 07 September 2020 - 18:03
",https://poskota.co.id/2020/9/7/wn-nigeria-penipu-mesin-ventilator-covid-19-senilai-rp588-m-buron
959,960,Sopir Nekat Mencuri Brankas Majikan untuk Modal Usaha," 07 September 2020 - 17:41
",https://poskota.co.id/2020/9/7/sopir-nekat-mencuri-brangkas-majikan-untuk-modal-usaha
960,961,"Bejat, Paman Mencabuli Keponakan Sampai Hamil"," 07 September 2020 - 17:05
",https://poskota.co.id/2020/9/7/bejat-paman-mencabuli-keponakan-sampai-hamil
961,962,"Bareskrim  Ciduk 3 Tersangka, Sindikat Penipuan Berkalibar Internasional Jual Beli Ventilator Covid-19"," 07 September 2020 - 16:29
",https://poskota.co.id/2020/9/7/bareskrim-ciduk-3-tersangka-sindikat-penipuan-berkalibar-internasional-jual-beli-ventilator-covid-19
962,963,"Depresi Di-PHK, Suami Tega Cangkul Kepala Istri"," 07 September 2020 - 16:24
",https://poskota.co.id/2020/9/7/depresi-di-phk-suami-tega-cangkul-kepala-istri
963,964,"Kelompok Pemuda Serang Warga Matraman, Satu Motor Dibawa Kabur"," 07 September 2020 - 14:40
",https://poskota.co.id/2020/9/7/kelompok-pemuda-serang-warga-matraman-satu-motor-dibawa-kabur
964,965,"Pasca Penyerangan Polsek Ciracas, 1 Anggota Polri Masih Dirawat  Intensif di RS Gatot Subroto"," 07 September 2020 - 14:27
",https://poskota.co.id/2020/9/7/pasca-penyerangan-polsek-ciracas-1-anggota-polri-masih-dirawat-intensif-di-rs-gatot-subroto
965,966,"Geger Penemuan Mayat di Pintu Air Aetra Jaktim, Diperkirakan Sudah Mengapung 2 Hari"," 07 September 2020 - 13:53
",https://poskota.co.id/2020/9/7/geger-penemuan-mayat-di-pintu-air-aetra-jaktim-diperkirakan-sudah-mengapung-2-hari
966,967,"Bukannya Belajar, Pelajar Malah Rencanakan Tawuran"," 07 September 2020 - 12:46
",https://poskota.co.id/2020/9/7/bukannya-belajar-pelajar-malah-rencanakan-tawuran
967,968,Usai Beraksi Empat Begal Digulung Polisi di Bekasi," 07 September 2020 - 10:31
",https://poskota.co.id/2020/9/7/usai-beraksi-empat-begal-digulung-polisi-di-bekasi
968,969,"Bergaya  Selfie Bawa Senjata Tajam, Pelajar SMP Diamankan Buser"," 07 September 2020 - 09:20
",https://poskota.co.id/2020/9/7/bergaya-selfie-bawa-senjata-tajam-pelajar-smp-diamankan-buser
969,970,Eks Ketua Heran Komjak Ngotot Minta KPK Ambil Alih Penyidikan Kasus Jaksa Pinangki: Dasarnya Apa?," 07 September 2020 - 08:19
",https://poskota.co.id/2020/9/7/eks-ketua-heran-komjak-ngotot-minta-kpk-ambil-alih-penyidikan-kasus-jaksa-pinangki-dasarnya-apa
970,971,"Kecelakaan Beruntun Kembali Terjadi, Korban Terpental dari Mobil"," 06 September 2020 - 23:00
",https://poskota.co.id/2020/9/6/kecelakaan-beruntun-kembali-terjadi-korban-terpental-dari-mobil
971,972,TNI Keluarkan Uang Ganti Rugi Rp594 Juta ke Korban Penyerangan Polsek Ciracas," 06 September 2020 - 22:01
",https://poskota.co.id/2020/9/6/tni-keluarkan-uang-ganti-rugi-rp594-juta-ke-korban-penyerangan-polsek-ciracas
972,973,Tengkorak dan Tulang Belulang Manusia Berserakan di Hutan Lindung Purwakarta," 06 September 2020 - 21:36
",https://poskota.co.id/2020/9/6/tengkorak-dan-tulang-belulang-manusia-berserakan-di-hutan-lindung-purwakarta
973,974,"Pamit Beli Makanan, Siswi SMP Sudah Tiga Hari Tak Pulang"," 06 September 2020 - 19:59
",https://poskota.co.id/2020/9/6/pamit-beli-makanan-siswi-smp-sudah-tiga-hari-tak-pulang
974,975,Mayat Lansia di Bawah Kasur Diperkirakan Dikubur Sebulan Lalu," 06 September 2020 - 19:15
",https://poskota.co.id/2020/9/6/mayat-lansia-di-bawah-kasur-diperkirakan-dikubur-sebulan-lalu
975,976,Polisi Amankan Suami Mayat Terkubur di Bawah Kasur di Indramayu," 06 September 2020 - 18:49
",https://poskota.co.id/2020/9/6/polisi-amankan-suami-mayat-terkubur-di-bawah-kasur-di-indramayu
976,977,Mayat Lansia di Indramayu Ditemukan Terkubur di Bawah Kasur," 06 September 2020 - 18:24
",https://poskota.co.id/2020/9/6/mayat-lansia-di-indramayu-ditemukan-terkubur-di-bawah-kasur
977,978,Aksi Maling Curi Sepeda Jamaah sedang Salat di Masjid Terekam CCTV," 06 September 2020 - 17:30
",https://poskota.co.id/2020/9/6/aksi-maling-curi-sepeda-jamaah-sedang-salat-di-masjid-terekam-cctv
978,979,Lima Oknum TNI AL Jadi Tersangka Penyerangan Polsek Ciracas," 06 September 2020 - 16:43
",https://poskota.co.id/2020/9/6/lima-oknum-tni-al-jadi-tersangka-penyerangan-polsek-ciracas
979,980,Remaja Dibacok Segerombolan Orang di Permata Hijau Hingga Kaki Nyaris Putus," 06 September 2020 - 16:23
",https://poskota.co.id/2020/9/6/remaja-dibacok-segerombolan-orang-di-permata-hijau-hingga-kaki-nyaris-putus
980,981,"Antisipasi Curat Curas dan Curanmor, Polsek Setu Rutin Patroli Malam"," 06 September 2020 - 15:00
",https://poskota.co.id/2020/9/6/antisipasi-curat-curas-dan-curanmor-polsek-setu-rutin-patroli-malam
981,982,"Remaja Ambruk Dibacok Gerombolan Pemotor di Jaksel, Polisi: Kami Masih Selidiki"," 06 September 2020 - 10:17
",https://poskota.co.id/2020/9/6/remaja-ambruk-dibacok-gerombolan-pemotor-di-jaksel-polisi-kami-masih-selidiki
982,983,Pengedar Sabu Tertunduk Lesu saat Digelandang ke Mapolres Serang," 06 September 2020 - 08:42
",https://poskota.co.id/2020/9/6/pengedar-sabu-tertunduk-lesu-saat-digelandang-ke-mapolres-serang
983,984,KPK Terima 627 LHKPN Bakal Calon Kepala Daerah Pilkada Serentak 2020," 05 September 2020 - 22:35
",https://poskota.co.id/2020/9/5/kpk-terima-627-lhkpn-bakal-calon-kepala-daerah-pilkada-serentak-2020
984,985,"Jasad Pria yang Ditemukan Mengambang, Terikat Kabel Charger HP dan Diborgol"," 05 September 2020 - 20:43
",https://poskota.co.id/2020/9/5/jasad-pria-yang-ditemukan-mengambang-terikat-kabel-charger-hp-dan-diborgol
985,986,Eks Dirut TransJakarta Ditangkap Saat Berada di Apartemennya Bersama Keluarga," 05 September 2020 - 18:33
",https://poskota.co.id/2020/9/5/eks-dirut-transjakarta-ditangkap-saat-berada-di-apartemennya-bersama-keluarga
986,987,Gudang di Samping Kamar Mayat RSUD Kabupaten Bekasi Terbakar," 05 September 2020 - 16:00
",https://poskota.co.id/2020/9/5/gudang-di-samping-kamar-mayat-rsud-kabupaten-bekasi-terbakar
987,988,"Bawa Senjata Tajam, Gerombolan Pemuda Bermotor Satroni Ruko Erapone"," 05 September 2020 - 15:35
",https://poskota.co.id/2020/9/5/bawa-senjata-tajam-gerombolan-pemuda-bermotor-satroni-ruko-erapone
988,989,Polisi Bekuk Pelaku Pemalakan Sopir Truk di Jembatan Dua Penjaringan," 05 September 2020 - 14:55
",https://poskota.co.id/2020/9/5/polisi-bekuk-pelaku-pemalakan-sopir-truk-di-jembatan-dua-penjaringan
989,990,Akademisi: Komjak Jangan Ganggu Proses Hukum Jaksa Pinangki," 05 September 2020 - 13:45
",https://poskota.co.id/2020/9/5/akademisi-komjak-jangan-ganggu-proses-hukum-jaksa-pinangki
990,991,"Naik Motor Bonceng Tiga Tabrak Pohon, 2 Remaja Tewas"," 05 September 2020 - 13:11
",https://poskota.co.id/2020/9/5/naik-motor-bonceng-tiga-tabrak-pohon-2-remaja-tewas
991,992,"Diduga Korban Pembunuhan, Polisi Dalami Penemuan Mayat Pria  di Kali Ciliwung"," 05 September 2020 - 12:35
",https://poskota.co.id/2020/9/5/diduga-korban-pembunuhan-polisi-dalami-penemuan-mayat-pria-di-kali-ciliwung
992,993,Mayat Pria dengan Tangan Terikat Ditemukan Mengambang di Kali Ciliwung," 05 September 2020 - 11:35
",https://poskota.co.id/2020/9/5/mayat-pria-dengan-tangan-terikat-ditemukan-mengambang-di-kali-ciliwung
993,994,Eks Dirut Trans Jakarta Donny Sarmedi Saragih Dijebloskan ke Lapas Salemba," 05 September 2020 - 10:25
",https://poskota.co.id/2020/9/5/eks-dirut-trans-jakarta-donny-sarmedi-saragih-dijebloskan-ke-lapas-salemba
994,995,"Seret Aparat Penegak Hukum, KPK Ajak Masyarakat Awasi Kasus Djoko Tjandra"," 04 September 2020 - 20:26
",https://poskota.co.id/2020/9/4/seret-aparat-penegak-hukum-kpk-ajak-masyarakat-awasi-kasus-djoko-tjandra
